season,season_type,week,game_date,game_key,play_id,play_sequence,player_id,field_goal_result,attempt_yards,player_name,birthdate,success,age_at_attempt,age_c,age_c2,day_of_year,month,kicker_id,kicker_idx,distance_squared,distance_cubed,log_distance,is_long_attempt,is_very_long_attempt,distance_category,distance_from_sweet_spot,kicker_attempt_number,experience_in_kicks,exp_100,career_length_years,is_rookie_attempt,experience_category,is_early_season,is_late_season,is_playoffs,season_progress,importance,distance_zscore,distance_percentile,age_dist_interact,exp_dist_interact,rolling_success_rate,rolling_similar_distance_success,current_streak,player_status,days_since_last_kick
2010,Reg,2,2010-09-19,54884,1274,51,8392,Made,49,JASON HANSON,1970-06-17,1,40.257357973990416,1.0257357973990415,1.0521339260658475,262,9,8392,0,2401,117649,3.912023005428146,0,0,Long,14,1,0,0.0,0.0,1,Rookie,1,0,0,0.125,1,1.110071290560039,0.8408880129840018,50.26105407255304,0.0,1.0,0.8484848484848485,1,Retired/Injured,2115
2010,Reg,3,2010-09-26,54899,1471,55,8392,Missed,44,JASON HANSON,1970-06-17,0,40.276522929500345,1.0276522929500345,1.0560692352054635,269,9,8392,0,1936,85184,3.8066624897703196,0,0,Medium,9,2,1,0.01,0.019164955509924708,1,Rookie,1,0,0,0.1875,1,0.6236707829826813,0.6884419197774171,45.216700889801515,0.44,0.5,0.8545454545454545,1,Retired/Injured,2115
2010,Reg,3,2010-09-26,54899,2336,86,8392,Made,33,JASON HANSON,1970-06-17,1,40.276522929500345,1.0276522929500345,1.0560692352054635,269,9,8392,0,1089,35937,3.5263605246161616,0,0,Medium-Short,2,3,2,0.02,0.019164955509924708,1,Rookie,1,0,0,0.1875,1,-0.4464103336875056,0.36158126594018086,33.91252566735114,0.66,0.6666666666666666,0.8666666666666667,1,Retired/Injured,2115
2010,Reg,4,2010-10-03,54914,3303,133,8392,Made,24,JASON HANSON,1970-06-17,1,40.29568788501027,1.0295687885010267,1.0600118902554718,276,10,8392,0,576,13824,3.2188758248682006,0,0,Short,11,4,3,0.03,0.038329911019849415,1,Rookie,1,0,0,0.25,1,-1.3219312473267495,0.11958033851147692,24.709650924024643,0.72,0.75,1.0,2,Retired/Injured,2115
2010,Reg,4,2010-10-03,54914,2402,96,8392,Made,39,JASON HANSON,1970-06-17,1,40.29568788501027,1.0295687885010267,1.0600118902554718,276,10,8392,0,1521,59319,3.6888794541139363,0,0,Medium,4,5,4,0.04,0.038329911019849415,1,Rookie,1,0,0,0.25,1,0.13727027540532366,0.5404011129144447,40.153182751540044,1.56,0.8,0.8461538461538461,3,Retired/Injured,2115
2010,Reg,4,2010-10-03,54914,2868,115,8392,Made,52,JASON HANSON,1970-06-17,1,40.29568788501027,1.0295687885010267,1.0600118902554718,276,10,8392,0,2704,140608,3.970291913552122,1,0,Long,17,6,5,0.05,0.038329911019849415,1,Rookie,1,0,0,0.25,1,1.4019115951064536,0.9182123811731973,53.53757700205339,2.6,0.8333333333333334,0.8717948717948718,4,Retired/Injured,2115
2010,Reg,4,2010-10-03,54914,3138,126,8392,Made,49,JASON HANSON,1970-06-17,1,40.29568788501027,1.0295687885010267,1.0600118902554718,276,10,8392,0,2401,117649,3.912023005428146,0,0,Long,14,7,6,0.06,0.038329911019849415,1,Rookie,1,0,0,0.25,1,1.110071290560039,0.8408880129840018,50.44887063655031,2.94,0.8571428571428571,0.8857142857142857,5,Retired/Injured,2115
2010,Reg,4,2010-10-03,54914,1944,78,8392,Missed,55,JASON HANSON,1970-06-17,0,40.29568788501027,1.0295687885010267,1.0600118902554718,276,10,8392,0,3025,166375,4.02535169073515,1,1,Long,20,8,7,0.07,0.038329911019849415,1,Rookie,1,0,0,0.25,1,1.6937518996528682,0.9744957106422444,56.62628336755647,3.8500000000000005,0.75,0.8769230769230769,1,Retired/Injured,2115
2010,Reg,5,2010-10-10,54930,209,8,8392,Made,30,JASON HANSON,1970-06-17,1,40.31485284052019,1.0314852840520188,1.063961891215874,283,10,8392,0,900,27000,3.4339872044851463,0,0,Medium-Short,5,9,8,0.08,0.057494866529774126,1,Rookie,0,0,0,0.3125,1,-0.7382506382339202,0.2753883607697658,30.944558521560563,2.4,0.7777777777777778,1.0,1,Retired/Injured,2115
2010,Reg,5,2010-10-10,54930,3583,145,8392,Made,48,JASON HANSON,1970-06-17,1,40.31485284052019,1.0314852840520188,1.063961891215874,283,10,8392,0,2304,110592,3.8918202981106265,0,0,Long,13,10,9,0.09,0.057494866529774126,1,Rookie,0,0,0,0.3125,1,1.0127911890445676,0.8075585439369348,49.5112936344969,4.32,0.8,0.8333333333333334,2,Retired/Injured,2115
