season,season_type,week,game_date,game_key,play_id,play_sequence,player_id,field_goal_result,attempt_yards,player_name,birthdate,success,age_at_attempt,age_c,age_c2,day_of_year,month,kicker_id,kicker_idx,distance_squared,distance_cubed,log_distance,is_long_attempt,is_very_long_attempt,distance_category,distance_from_sweet_spot,kicker_attempt_number,experience_in_kicks,exp_100,career_length_years,is_rookie_attempt,experience_category,is_early_season,is_late_season,is_playoffs,season_progress,importance,distance_zscore,distance_percentile,age_dist_interact,exp_dist_interact,rolling_success_rate,rolling_similar_distance_success,current_streak,player_status,days_since_last_kick
2010,Reg,4,2010-10-03,54915,3598,141,5205,Made,25,JOHN CARNEY,1964-04-20,1,46.45311430527036,1.6453114305270362,2.707049703422922,276,10,5205,0,625,15625,3.258096538021482,0,0,Short,10,1,0,0.0,0.0,1,Rookie,1,0,0,0.25,1,-1.2401991003508694,0.13749309773605742,41.1327857631759,0.0,1.0,0.84,1,Retired/Injured,2927
2010,Reg,4,2010-10-03,54915,1725,68,5205,Made,32,JOHN CARNEY,1964-04-20,1,46.45311430527036,1.6453114305270362,2.707049703422922,276,10,5205,0,1024,32768,3.4965075614664802,0,0,Medium-Short,3,2,1,0.01,0.0,1,Rookie,1,0,0,0.25,1,-0.5636540893714111,0.32716731087796797,52.64996577686516,0.32,1.0,1.0,2,Retired/Injured,2927
2010,Reg,4,2010-10-03,54915,2715,106,5205,Made,32,JOHN CARNEY,1964-04-20,1,46.45311430527036,1.6453114305270362,2.707049703422922,276,10,5205,0,1024,32768,3.4965075614664802,0,0,Medium-Short,3,3,2,0.02,0.0,1,Rookie,1,0,0,0.25,1,-0.5636540893714111,0.32716731087796797,52.64996577686516,0.64,1.0,0.8095238095238095,3,Retired/Injured,2927
2010,Reg,5,2010-10-10,54934,305,12,5205,Made,31,JOHN CARNEY,1964-04-20,1,46.47227926078029,1.647227926078029,2.713359840451324,283,10,5205,0,961,29791,3.4657359027997265,0,0,Medium-Short,4,4,3,0.03,0.019164955509924708,1,Rookie,0,0,0,0.3125,1,-0.6603033766541909,0.29932817964292285,51.064065708418894,0.9299999999999999,1.0,0.8392857142857143,4,Retired/Injured,2927
2010,Reg,5,2010-10-10,54934,2036,76,5205,Made,32,JOHN CARNEY,1964-04-20,1,46.47227926078029,1.647227926078029,2.713359840451324,283,10,5205,0,1024,32768,3.4965075614664802,0,0,Medium-Short,3,5,4,0.04,0.019164955509924708,1,Rookie,0,0,0,0.3125,1,-0.5636540893714111,0.32716731087796797,52.711293634496926,1.28,1.0,0.8169014084507042,5,Retired/Injured,2927
2010,Reg,5,2010-10-10,54934,2903,108,5205,Missed,29,JOHN CARNEY,1964-04-20,0,46.47227926078029,1.647227926078029,2.713359840451324,283,10,5205,0,841,24389,3.4011973816621555,0,0,Medium-Short,6,6,5,0.05,0.019164955509924708,1,Rookie,0,0,0,0.3125,1,-0.8536019512197505,0.24503036996134733,47.76960985626284,1.4500000000000002,0.8333333333333334,0.8289473684210527,1,Retired/Injured,2927
2010,Reg,2,2010-09-19,54884,1274,51,8392,Made,49,JASON HANSON,1970-06-17,1,40.257357973990416,1.0257357973990415,1.0521339260658475,262,9,8392,1,2401,117649,3.912023005428146,0,0,Long,14,1,0,0.0,0.0,1,Rookie,1,0,0,0.125,1,1.0793837944358449,0.8313546843364623,50.26105407255304,0.0,1.0,1.0,1,Retired/Injured,2115
2010,Reg,3,2010-09-26,54899,1471,55,8392,Missed,44,JASON HANSON,1970-06-17,0,40.276522929500345,1.0276522929500345,1.0560692352054635,269,9,8392,1,1936,85184,3.8066624897703196,0,0,Medium,9,2,1,0.01,0.019164955509924708,1,Rookie,1,0,0,0.1875,1,0.596137358021946,0.6792287870421498,45.216700889801515,0.44,0.5,0.8181818181818182,1,Retired/Injured,2115
2010,Reg,3,2010-09-26,54899,2336,86,8392,Made,33,JASON HANSON,1970-06-17,1,40.276522929500345,1.0276522929500345,1.0560692352054635,269,9,8392,1,1089,35937,3.5263605246161616,0,0,Medium-Short,2,3,2,0.02,0.019164955509924708,1,Rookie,1,0,0,0.1875,1,-0.46700480208863143,0.35726118166758697,33.91252566735114,0.66,0.6666666666666666,0.8,1,Retired/Injured,2115
2010,Reg,4,2010-10-03,54914,3303,133,8392,Made,24,JASON HANSON,1970-06-17,1,40.29568788501027,1.0295687885010267,1.0600118902554718,276,10,8392,1,576,13824,3.2188758248682006,0,0,Short,11,4,3,0.03,0.038329911019849415,1,Rookie,1,0,0,0.25,1,-1.3368483876336492,0.11393337014540769,24.709650924024643,0.72,0.75,0.7941176470588235,2,Retired/Injured,2115
2010,Reg,4,2010-10-03,54914,2402,96,8392,Made,39,JASON HANSON,1970-06-17,1,40.29568788501027,1.0295687885010267,1.0600118902554718,276,10,8392,1,1521,59319,3.6888794541139363,0,0,Medium,4,5,4,0.04,0.038329911019849415,1,Rookie,1,0,0,0.25,1,0.1128909216080472,0.5322565801582919,40.153182751540044,1.56,0.8,0.8823529411764706,3,Retired/Injured,2115
2010,Reg,4,2010-10-03,54914,2868,115,8392,Made,52,JASON HANSON,1970-06-17,1,40.29568788501027,1.0295687885010267,1.0600118902554718,276,10,8392,1,2704,140608,3.970291913552122,1,0,Long,17,6,5,0.05,0.038329911019849415,1,Rookie,1,0,0,0.25,1,1.3693316562841842,0.909626357445242,53.53757700205339,2.6,0.8333333333333334,1.0,4,Retired/Injured,2115
2010,Reg,4,2010-10-03,54914,3138,126,8392,Made,49,JASON HANSON,1970-06-17,1,40.29568788501027,1.0295687885010267,1.0600118902554718,276,10,8392,1,2401,117649,3.912023005428146,0,0,Long,14,7,6,0.06,0.038329911019849415,1,Rookie,1,0,0,0.25,1,1.0793837944358449,0.8313546843364623,50.44887063655031,2.94,0.8571428571428571,1.0,5,Retired/Injured,2115
2010,Reg,4,2010-10-03,54914,1944,78,8392,Missed,55,JASON HANSON,1970-06-17,0,40.29568788501027,1.0295687885010267,1.0600118902554718,276,10,8392,1,3025,166375,4.02535169073515,1,1,Long,20,8,7,0.07,0.038329911019849415,1,Rookie,1,0,0,0.25,1,1.6592795181325235,0.9694919933738266,56.62628336755647,3.8500000000000005,0.75,0.9782608695652174,1,Retired/Injured,2115
